Time,Weibo,Weibo_id,Main_text,Original(0/1),Numbers_of_lilkes,Numbers_of_reposts,Number_of_comments,Training(0/1),Labels,Sublabels,Covid(0/1),Response(0/1)
9/30/2020,TrendingSearch,,官方通报中学生被多人扇耳光,,270209,,, , , , , 
9/30/2020,TrendingSearch,,金厉旭承认恋情,,259666,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,明星和女排姑娘合照的尴尬瞬间,,227724,,, , , , , 
9/30/2020,TrendingSearch,,急先锋,,220188,,, , , , , 
9/30/2020,TrendingSearch,,疫情期间网游投诉超2万件,,215022,,, , , , , 
9/30/2020,TrendingSearch,,和平精英,,214506,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,金厉旭女友,,200393,,, , , , , 
9/30/2020,TrendingSearch,,肥胖狗狗半年减掉一半体重,,183932,,, , , , , 
9/30/2020,TrendingSearch,,王勉当邓超面表白孙俪,,163319,,, , , , , 
9/30/2020,TrendingSearch,,明日之后,,157301,,, , , , , 
9/30/2020,TrendingSearch,,800名女性被授予全国三八红旗手称号,,154765,,, , , , , 
9/30/2020,TrendingSearch,,谢明皓,,154205,,, , , , , 
9/30/2020,TrendingSearch,,为何低俗婚闹屡禁不止,,153033,,,1,Domestic_news,Current_affairs_trends,0,0
9/30/2020,TrendingSearch,,推智障儿子下海父亲发声,,148410,,,1,Domestic_news,Current_affairs_society&issues,0,0
9/30/2020,TrendingSearch,,职工运动会上小学生陪妈妈跑步,,144649,,, , , , , 
9/30/2020,TrendingSearch,,张定宇蹒跚向人民英雄纪念碑献花,,143196,,, , , , , 
9/30/2020,TrendingSearch,,黄潇跳可惜没如果,,143184,,, , , , , 
9/30/2020,TrendingSearch,,我国超4亿人叫外卖,,141095,,, , , , , 
9/30/2020,TrendingSearch,,恒大,,124301,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,爸爸的卑微有谁能懂,,123227,,,1,Soft_news,Soft_news_casual,0,0
9/30/2020,TrendingSearch,,被行李箱绊倒去世家属索赔被驳回,,122877,,, , , , , 
9/30/2020,TrendingSearch,,韩红瘦了,,4960300,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,中秋月亮开了瘦脸滤镜,,2981612,,, , , , , 
9/30/2020,TrendingSearch,,王一博 我才23岁,,2958107,,, , , , , 
9/30/2020,TrendingSearch,,吴磊关晓彤微微好甜,,2294642,,, , , , , 
9/30/2020,TrendingSearch,,我不怕 她是我奶奶,,1712665,,,1,Soft_news,Soft_news_casual,0,0
9/30/2020,TrendingSearch,,古生物学家发现1500万年前奇特花朵,,1559563,,,1,Domestic_news,Current_affairs_society&issues,0,0
9/30/2020,TrendingSearch,,印军6年27名士兵因弹药事故丧生,,1558959,,,1,International_news,International_affairs_world,0,0
9/30/2020,TrendingSearch,,印度副总统奈杜新冠病毒检测呈阳性,,1558604,,, , , , , 
9/30/2020,TrendingSearch,,高铁晚点,,1558494,,, , , , , 
9/30/2020,TrendingSearch,,张韶涵张碧晨合唱好听,,1509464,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,手写退货说明的爷爷收到回信,,1494432,,, , , , , 
9/30/2020,TrendingSearch,,央视国庆晚会,,1433471,,, , , , , 
9/30/2020,TrendingSearch,,一本作业得罪了全家人,,1376235,,, , , , , 
9/30/2020,TrendingSearch,,在一起之摆渡人,,1302257,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,因洪水漂流的重庆二熊回家了,,1262912,,, , , , , 
9/30/2020,TrendingSearch,,杭州堵红了,,1230498,,, , , , , 
9/30/2020,TrendingSearch,,嘀嗒崩了,,1189900,,, , , , , 
9/30/2020,TrendingSearch,,共享单车出现语音广告,,1179165,,, , , , , 
9/30/2020,TrendingSearch,,欧阳娜娜,,1178694,,, , , , , 
9/30/2020,TrendingSearch,,伊能静发浪姐未公开独家视频,,1178012,,, , , , , 
9/30/2020,TrendingSearch,,七国外交官国庆前集体吃火锅,,1066276,,,1,Domestic_news,Current_affairs_society&issues,0,0
9/30/2020,TrendingSearch,,老干爹,,1044259,,,1,Soft_news,Soft_news_casual,0,0
9/30/2020,TrendingSearch,,玉兔甜甜圈,,1037886,,,1,Soft_news,Soft_news_casual,0,0
9/30/2020,TrendingSearch,,蟑螂是被误解最深的动物,,1037245,,, , , , , 
9/30/2020,TrendingSearch,,唐嫣好甜,,951122,,, , , , , 
9/30/2020,TrendingSearch,,国庆的快乐是蔡国庆给的,,707138,,,1,Soft_news,Soft_news_casual,0,0
9/30/2020,TrendingSearch,,三峡大学回应日语教学PPT歧视女性,,577633,,,1,Domestic_news,Current_affairs_society&issues,0,1
9/30/2020,TrendingSearch,,国台办回应台艺人遭民进党威胁,,524331,,, , , , , 
9/30/2020,TrendingSearch,,穷人的新名词,,502527,,,1,Soft_news,Soft_news_casual,0,0
9/30/2020,TrendingSearch,,倪妮演技,,488720,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,路晋为跟顾胜男约会作弊,,462694,,, , , , , 
9/30/2020,TrendingSearch,,元气满满的哥哥,,425328,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,美国是针对中国网络攻击的最大来源国,,405980,,,1,International_news,International_affairs_china_related,0,0
9/30/2020,TrendingSearch,,阚清子谈男女不平等待遇,,405916,,, , , , , 
9/30/2020,TrendingSearch,,小九给爸爸买红内衣红内裤,,390464,,, , , , , 
9/30/2020,TrendingSearch,,成都开始堵了,,373692,,, , , , , 
9/30/2020,TrendingSearch,,蒙古国赠羊进入隔离免疫区,,299297,,, , , , , 
9/30/2020,TrendingSearch,,金马奖入围名单,,265532,,, , , , , 
9/30/2020,TrendingSearch,,路晋公主抱顾胜男,,245102,,, , , , , 
9/30/2020,TrendingSearch,,Lucky太可爱了,,242437,,, , , , , 
9/30/2020,TrendingSearch,,雷佳音志愿接送医护,,236652,,, , , , , 
9/30/2020,TrendingSearch,,巴黎传出巨大爆炸声,,230612,,, , , , , 
9/30/2020,TrendingSearch,,平小安大喊想活着,,228243,,, , , , , 
9/30/2020,TrendingSearch,,五只灰鹦鹉互教脏话骂游客,,228058,,, , , , , 
9/30/2020,TrendingSearch,,今天14时至23时高速将出现拥堵,,176829,,, , , , , 
9/30/2020,TrendingSearch,,网易云音乐申请网愈云商标,,127735,,, , , , , 
9/30/2020,TrendingSearch,,外交部回应中国疫苗定价,,114019,,, , , , , 
9/30/2020,TrendingSearch,,内蒙古省考成绩,,108903,,, , , , , 
9/30/2020,TrendingSearch,,黎曼表白路晋被拒,,108456,,,1,Soft_news,Soft_news_celebrity&social,0,0
9/30/2020,TrendingSearch,,放假啦,,106940,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,原来今年没有阅兵仪式,,3792794,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/1/2020,TrendingSearch,,成都首次成功申办世园会,,1354534,,, , , , , 
10/1/2020,TrendingSearch,,十一微博摄影大赛,,1194584,,, , , , , 
10/1/2020,TrendingSearch,,高速到底有多堵,,1108457,,, , , , , 
10/1/2020,TrendingSearch,,新中国成立71周年,,964060,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/1/2020,TrendingSearch,,姜子牙,,957519,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,央视镜头下的女明星,,932321,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,钢琴家戴仿生手套重弹钢琴泪崩,,898996,,, , , , , 
10/1/2020,TrendingSearch,,舞蹈演员看到王源的反应,,706961,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,国庆天安门广场升旗仪式,,688252,,, , , , , 
10/1/2020,TrendingSearch,,章子怡儿子正面照,,631061,,, , , , , 
10/1/2020,TrendingSearch,,GAI劝秦牛能不rap就不rap,,629468,,, , , , , 
10/1/2020,TrendingSearch,,国庆中秋双节同庆,,571367,,, , , , , 
10/1/2020,TrendingSearch,,当老师让小朋友穿汉服上学,,570558,,, , , , , 
10/1/2020,TrendingSearch,,广东高速有多红,,460601,,, , , , , 
10/1/2020,TrendingSearch,,在一起太好哭了,,405166,,, , , , , 
10/1/2020,TrendingSearch,,奥巴马观战NBA总决赛,,403875,,, , , , , 
10/1/2020,TrendingSearch,,香港国庆升旗仪式,,401036,,, , , , , 
10/1/2020,TrendingSearch,,詹姆斯总决赛三分命中数历史第二,,387988,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,杨洋打水漂十七下,,378373,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,马云不再担任阿里巴巴集团董事,,362953,,, , , , , 
10/1/2020,TrendingSearch,,你逞完能平平安安滚回来,,332711,,, , , , , 
10/1/2020,TrendingSearch,,韩红瘦了,,302715,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,国是千万家有国才有家,,294572,,, , , , , 
10/1/2020,TrendingSearch,,NBA总决赛,,294499,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,市民为天安门前冒雨执勤哨兵撑伞,,290094,,, , , , , 
10/1/2020,TrendingSearch,,我国新选拔18名预备航天员,,232901,,, , , , , 
10/1/2020,TrendingSearch,,我不怕 她是我奶奶,,225252,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,别车泼咖啡男子被公诉,,215971,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,这一次我们好好团聚,,210209,,, , , , , 
10/1/2020,TrendingSearch,,十月唯一目标,,208358,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,中秋表情包,,207994,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,山东舰辽宁舰合体祝福祖国,,205765,,, , , , , 
10/1/2020,TrendingSearch,,蟑螂是被误解最深的动物,,204048,,, , , , , 
10/1/2020,TrendingSearch,,湖人vs热火,,203537,,, , , , , 
10/1/2020,TrendingSearch,,90后女孩为爱情跨越五千公里戍边,,163582,,, , , , , 
10/1/2020,TrendingSearch,,杭州堵红了,,160875,,, , , , , 
10/1/2020,TrendingSearch,,巴特勒崴脚,,160723,,, , , , , 
10/1/2020,TrendingSearch,,麋鹿回归中国35周年,,157241,,, , , , , 
10/1/2020,TrendingSearch,,中秋祝福,,151863,,, , , , , 
10/1/2020,TrendingSearch,,欧阳娜娜,,151741,,, , , , , 
10/1/2020,TrendingSearch,,国庆的快乐是蔡国庆给的,,148205,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,十月你好,,145293,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,姜子牙刷新动画电影首日票房纪录,,145284,,, , , , , 
10/1/2020,TrendingSearch,,69岁木工给孙子做国庆礼炮,,145283,,, , , , , 
10/1/2020,TrendingSearch,,天问一号祝福祖国生日快乐,,143048,,, , , , , 
10/1/2020,TrendingSearch,,央视中秋晚会完整版节目单,,141607,,, , , , , 
10/1/2020,TrendingSearch,,吴磊关晓彤微微好甜,,140196,,, , , , , 
10/1/2020,TrendingSearch,,穷人的新名词,,132367,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,2020只剩3个月,,131990,,, , , , , 
10/1/2020,TrendingSearch,,周深萨顶顶高音掀翻天灵盖,,2944857,,, , , , , 
10/1/2020,TrendingSearch,,这是今天响彻中华大地的声音,,1363597,,, , , , , 
10/1/2020,TrendingSearch,,我的家乡美出道,,1363268,,, , , , , 
10/1/2020,TrendingSearch,,湖南卫视中秋之夜,,1352613,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,郎朗吉娜 钢琴家的浪漫,,1222532,,, , , , , 
10/1/2020,TrendingSearch,,4am,,1068682,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,沙溢是不是系错扣子了,,1045778,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,玉兔二号发来中秋祝福,,980532,,, , , , , 
10/1/2020,TrendingSearch,,天问一号首次深空自拍,,947320,,,1,Flattering_news,Flatterning_news_achievement,0,0
10/1/2020,TrendingSearch,,中秋,,946087,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,石原里美结婚,,945338,,, , , , , 
10/1/2020,TrendingSearch,,央视中秋晚会,,935442,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,我和我的家乡票房破2亿,,696419,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,我爱我的国 我爱我的家,,682690,,, , , , , 
10/1/2020,TrendingSearch,,拉姆法案,,671803,,, , , , , 
10/1/2020,TrendingSearch,,大闸蟹,,594761,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/1/2020,TrendingSearch,,武汉方舱医院变回体育馆了,,528367,,,1,Domestic_news,Current_affairs_trends,0,0
10/1/2020,TrendingSearch,,男女混合泳接力新世界纪录,,520456,,, , , , , 
10/1/2020,TrendingSearch,,日本东京证券交易所全天暂停交易,,503205,,, , , , , 
10/1/2020,TrendingSearch,,张含韵造型好仙,,499093,,, , , , , 
10/1/2020,TrendingSearch,,范丞丞好适合演年下,,473580,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,四不像那么可爱怎么可以死,,463907,,, , , , , 
10/1/2020,TrendingSearch,,湖南卫视中秋之夜节目单,,459767,,, , , , , 
10/1/2020,TrendingSearch,,五星红旗第一次在天安门广场升起的时候,,428293,,, , , , , 
10/1/2020,TrendingSearch,,长安诺,,427679,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,江疏影的声音,,423365,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,为什么我的高中没有一个王粲学长,,409172,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,禁止在线旅游平台利用大数据杀熟,,403273,,,1,Domestic_news,Government_policy,0,0
10/1/2020,TrendingSearch,,法网2020,,397180,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,中秋月亮,,388502,,, , , , , 
10/1/2020,TrendingSearch,,鹿晗托光球特效好中二,,388059,,, , , , , 
10/1/2020,TrendingSearch,,小九想吃lucky的鹌鹑蛋,,383889,,, , , , , 
10/1/2020,TrendingSearch,,十一当天全国接待国内游客近亿,,377331,,, , , , , 
10/1/2020,TrendingSearch,,高校回应学生不愿搬宿舍遭训斥,,358986,,, , , , , 
10/1/2020,TrendingSearch,,故宫角楼上空中秋月亮,,358260,,, , , , , 
10/1/2020,TrendingSearch,,蔡徐坤佟丽娅合唱,,338147,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,洛阳,,315204,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,橘国同庆,,275779,,, , , , , 
10/1/2020,TrendingSearch,,台骀山火灾,,259428,,, , , , , 
10/1/2020,TrendingSearch,,姜子牙片尾曲,,253072,,, , , , , 
10/1/2020,TrendingSearch,,男子国庆要参加23场婚礼,,240207,,, , , , , 
10/1/2020,TrendingSearch,,假期宅在家的好处,,212793,,, , , , , 
10/1/2020,TrendingSearch,,我和我的家乡,,204302,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,特斯拉降价,,199248,,, , , , , 
10/1/2020,TrendingSearch,,姜子牙,,172752,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,当体育生遇到舞蹈生,,143403,,,1,Soft_news,Soft_news_casual,0,0
10/1/2020,TrendingSearch,,深圳千架无人机点亮夜空,,109542,,, , , , , 
10/1/2020,TrendingSearch,,国庆中秋双节同庆,,105252,,, , , , , 
10/1/2020,TrendingSearch,,浓眉替詹姆斯出头,,95710,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/1/2020,TrendingSearch,,男孩游西湖时蹲地上写作文,,95027,,, , , , , 
10/2/2020,TrendingSearch,,黄龄把腿上的淤青画成锦鲤,,4178496,,, , , , , 
10/2/2020,TrendingSearch,,特朗普女助理确诊新冠,,2595762,,, , , , , 
10/2/2020,TrendingSearch,,在一起 祖国长安,,1428363,,, , , , , 
10/2/2020,TrendingSearch,,秦霄贤终于加上了高圆圆微信,,1206001,,, , , , , 
10/2/2020,TrendingSearch,,姐姐讲述拉姆曾长期遭家暴,,1133163,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,惠若琪说巩俐有反差萌,,1066022,,, , , , , 
10/2/2020,TrendingSearch,,拉姆,,1024419,,, , , , , 
10/2/2020,TrendingSearch,,姜子牙 男妈妈,,860249,,, , , , , 
10/2/2020,TrendingSearch,,亚马逊超1.9万名员工新冠检测呈阳性,,679678,,, , , , , 
10/2/2020,TrendingSearch,,防城港一超市冻库地板检测阳性,,678669,,, , , , , 
10/2/2020,TrendingSearch,,10月1日全国5.5亿人出行,,676816,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,麻辣鸡当妈,,675853,,, , , , , 
10/2/2020,TrendingSearch,,理想中的国庆假期,,673953,,, , , , , 
10/2/2020,TrendingSearch,,特朗普回应女助手确诊,,671350,,, , , , , 
10/2/2020,TrendingSearch,,丹麦41个水貂养殖场检测出新冠病毒,,670206,,, , , , , 
10/2/2020,TrendingSearch,,广州灯光秀夜空拼出钟南山肖像,,667776,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/2/2020,TrendingSearch,,美颜滤镜请离开张译徐峥胡彦斌,,666880,,, , , , , 
10/2/2020,TrendingSearch,,小石榴八个月了,,665727,,, , , , , 
10/2/2020,TrendingSearch,,欧文谈最后一投人选,,609133,,, , , , , 
10/2/2020,TrendingSearch,,梅西C罗欧冠同组,,606840,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,滕华涛,,604694,,, , , , , 
10/2/2020,TrendingSearch,,曾毅的词多了,,600470,,, , , , , 
10/2/2020,TrendingSearch,,拉姆今日火化,,549975,,, , , , , 
10/2/2020,TrendingSearch,,我一点也不羡慕有对象的,,403602,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,乘车时拍到的窗外风景,,400403,,, , , , , 
10/2/2020,TrendingSearch,,丑小鸭长大后叫什么,,304064,,, , , , , 
10/2/2020,TrendingSearch,,吉克隽逸巨型月亮耳环,,303882,,, , , , , 
10/2/2020,TrendingSearch,,5名江苏援湖北医疗队员重访武汉,,299113,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/2/2020,TrendingSearch,,里弗斯成为76人新帅,,274025,,, , , , , 
10/2/2020,TrendingSearch,,玉兔二号发来中秋祝福,,261112,,, , , , , 
10/2/2020,TrendingSearch,,张含韵造型好仙,,256869,,, , , , , 
10/2/2020,TrendingSearch,,90后钢筋工工地上练书法,,240260,,, , , , , 
10/2/2020,TrendingSearch,,取消计划后的心情,,219202,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,TES战胜VG,,182156,,, , , , , 
10/2/2020,TrendingSearch,,五星红旗第一次在天安门广场升起的时候,,172720,,, , , , , 
10/2/2020,TrendingSearch,,沙溢是不是系错扣子了,,170838,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,范丞丞好适合演年下,,159758,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,德云男团童年照,,142099,,, , , , , 
10/2/2020,TrendingSearch,,天安门执勤武警为何后退一步,,137237,,, , , , , 
10/2/2020,TrendingSearch,,小九想吃lucky的鹌鹑蛋,,127765,,, , , , , 
10/2/2020,TrendingSearch,,国庆大花篮和中秋圆月同框了,,124595,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/2/2020,TrendingSearch,,江疏影的声音,,121996,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,郎朗吉娜 钢琴家的浪漫,,115101,,, , , , , 
10/2/2020,TrendingSearch,,巴萨3-0塞尔塔,,97792,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,海拔5300米用吊车升起国旗,,91442,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/2/2020,TrendingSearch,,我和国旗合个影,,85990,,, , , , , 
10/2/2020,TrendingSearch,,四不像那么可爱怎么可以死,,83243,,, , , , , 
10/2/2020,TrendingSearch,,长安诺,,82258,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,中秋月亮特写,,78358,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,好声音中秋晚会,,77362,,, , , , , 
10/2/2020,TrendingSearch,,郭碧婷生女,,5448710,,, , , , , 
10/2/2020,TrendingSearch,,彭斯夫妇新冠检测阴性,,3365341,,, , , , , 
10/2/2020,TrendingSearch,,鹿晗希望能帮吴亦凡赢下比赛,,2579673,,, , , , , 
10/2/2020,TrendingSearch,,小彩旗晏紫东拔丝吻戏,,2375983,,, , , , , 
10/2/2020,TrendingSearch,,周周帮死者涂冻疮膏,,1738364,,, , , , , 
10/2/2020,TrendingSearch,,演员请就位,,1079011,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,伴郎比新郎还抢眼,,695902,,, , , , , 
10/2/2020,TrendingSearch,,泰国前总理他信确诊感染新冠,,475832,,, , , , , 
10/2/2020,TrendingSearch,,美股,,457607,,,1,International_news,International_affairs_world,0,0
10/2/2020,TrendingSearch,,我和我的家乡票房破5亿,,455399,,, , , , , 
10/2/2020,TrendingSearch,,任敏市场评级第一,,454406,,, , , , , 
10/2/2020,TrendingSearch,,有7本火车驾照的司机被科目二难住了,,443837,,, , , , , 
10/2/2020,TrendingSearch,,医生称特朗普夫妇身体状况良好,,380917,,,1,International_news,International_affairs_world,0,0
10/2/2020,TrendingSearch,,拉姆去世后有主播到医院直播,,379938,,, , , , , 
10/2/2020,TrendingSearch,,全国10月1日接待游客0.97亿人次,,377234,,, , , , , 
10/2/2020,TrendingSearch,,不建议躺床上玩手机的原因,,376998,,, , , , , 
10/2/2020,TrendingSearch,,小白淘汰吴亦凡哽咽,,375280,,, , , , , 
10/2/2020,TrendingSearch,,微信上线青少年模式,,373403,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,天津大学125周年校庆,,372894,,, , , , , 
10/2/2020,TrendingSearch,,美现役军人自杀增多或与新冠有关,,369856,,, , , , , 
10/2/2020,TrendingSearch,,GAI 骂我的人有很多,,366561,,, , , , , 
10/2/2020,TrendingSearch,,扁头的女生有什么烦恼,,363118,,, , , , , 
10/2/2020,TrendingSearch,,姜子牙彩蛋,,360963,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,海上生明月是什么感觉,,358442,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,中国新说唱,,357026,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,虞书欣毛晓彤手指柔韧度,,352046,,, , , , , 
10/2/2020,TrendingSearch,,500名学生用贪吃蛇摆出中国地图,,351772,,, , , , , 
10/2/2020,TrendingSearch,,纳木错景区回应游客买票被侮辱,,349186,,, , , , , 
10/2/2020,TrendingSearch,,本田退出F1,,348145,,, , , , , 
10/2/2020,TrendingSearch,,鞠翼铭双向取关赵珂,,343604,,, , , , , 
10/2/2020,TrendingSearch,,周震南黑色蕾丝内搭,,341642,,, , , , , 
10/2/2020,TrendingSearch,,黄明昊掉麦时的反应,,337241,,, , , , , 
10/2/2020,TrendingSearch,,中餐厅,,335980,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,小大夫,,323292,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,列车上乘务员突然跳起无价之姐,,310091,,,1,Soft_news,Soft_news_casual,0,0
10/2/2020,TrendingSearch,,郎平搂着巩俐说神像,,307738,,, , , , , 
10/2/2020,TrendingSearch,,尔冬升说陈宥维哭戏像嚼口香糖,,306957,,, , , , , 
10/2/2020,TrendingSearch,,关小唐替李思雨垫钱,,292795,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,中国好声音,,284582,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,全家出动为堵在路上的人送食,,274991,,, , , , , 
10/2/2020,TrendingSearch,,张靓颖海豚音hook绝了,,268895,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,任敏施柏宇版少年的你,,262644,,, , , , , 
10/2/2020,TrendingSearch,,110小姐姐温柔劝导轻生女孩,,257621,,, , , , , 
10/2/2020,TrendingSearch,,姜子牙票房破6亿,,252169,,, , , , , 
10/2/2020,TrendingSearch,,在一起细节,,217204,,, , , , , 
10/2/2020,TrendingSearch,,唱生日歌时只唱生日两个字,,178126,,, , , , , 
10/2/2020,TrendingSearch,,张杰杜海涛合唱最美的太阳,,142205,,, , , , , 
10/2/2020,TrendingSearch,,爆浆燕麦雪饼,,141270,,, , , , , 
10/2/2020,TrendingSearch,,法网2020,,140932,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/2/2020,TrendingSearch,,手指肿了的仓鼠,,140653,,, , , , , 
10/3/2020,TrendingSearch,,赵薇 所有女演员都很难出头,,3796155,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/3/2020,TrendingSearch,,金正恩向特朗普致慰问电,,1836228,,,1,International_news,International_affairs_world,0,0
10/3/2020,TrendingSearch,,花样十一放肆浪,,1694862,,, , , , , 
10/3/2020,TrendingSearch,,华春莹发推回应特朗普夫妇确诊新冠,,1129395,,, , , , , 
10/3/2020,TrendingSearch,,特朗普发视频说状态良好,,1109062,,, , , , , 
10/3/2020,TrendingSearch,,尔冬升说张大大演的像小偷,,1059145,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/3/2020,TrendingSearch,,多地对公职人员不再超生即开除,,719447,,,1,Domestic_news,Current_affairs_society&issues,0,0
10/3/2020,TrendingSearch,,反矫达人尔冬升,,705180,,, , , , , 
10/3/2020,TrendingSearch,,湖人 热火,,677942,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/3/2020,TrendingSearch,,当女朋友说她没生气,,653562,,, , , , , 
10/3/2020,TrendingSearch,,李荣浩 不是嫂子是歌手杨丞琳,,610445,,, , , , , 
10/3/2020,TrendingSearch,,世卫称美国没理由控制不住疫情,,396300,,, , , , , 
10/3/2020,TrendingSearch,,詹姆斯单打伊戈达拉,,308191,,, , , , , 
10/3/2020,TrendingSearch,,黄文秀生前最后的信息,,281763,,, , , , , 
10/3/2020,TrendingSearch,,NBA总决赛,,275636,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/3/2020,TrendingSearch,,美共和党全国委员会主席新冠阳性,,237509,,, , , , , 
10/3/2020,TrendingSearch,,特朗普出现发烧等症状,,237107,,, , , , , 
10/3/2020,TrendingSearch,,原来狗仗人势是这样来的,,235184,,, , , , , 
10/3/2020,TrendingSearch,,一诺,,230707,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/3/2020,TrendingSearch,,滨崎步二胎,,230556,,, , , , , 
10/3/2020,TrendingSearch,,王俊凯出题全是黄晓明的点,,226114,,,1,Soft_news,Soft_news_celebrity&social,0,0
10/3/2020,TrendingSearch,,北京上海武汉联动快闪向祖国告白,,224872,,, , , , , 
10/3/2020,TrendingSearch,,风犬少年的天空,,223717,,, , , , , 
